CustomerID,CustomerName,Gender,Age,City,Education_Level,Marital_Status,Dependent_Count,Income_Category,Card_Category,Months_on_Book,Credit_Limit_INR,Total_Revolving_Bal,Avg_Open_To_Buy,Avg_Utilization_Ratio,Months_Inactive_12mon,Contacts_Count_12mon,Total_Trans_Amt_INR,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Amt_Chng_Q4_Q1,Attrition_Flag
SBICC109018,Neha Mehta,F,20,Ahmedabad,Graduate,Married,2,< ₹3 Lakh,Gold,38,257322,47029,232400,0.4144,1,4,27070,71,0.9037,0.8374,0
SBICC109019,Pooja Reddy,F,30,Mumbai,Graduate,Married,0,₹15-25 Lakh,Gold,27,529796,242196,248400,0.3846,0,1,58698,58,1.0538,1.0254,0
SBICC109020,Arun Mehta,M,47,Delhi,Uneducated,Single,2,₹10-15 Lakh,Silver,12,149266,15206,137300,0.2196,1,2,18243,73,0.0852,1.3214,0
SBICC109021,Amit Sharma,M,51,Mumbai,Graduate,Married,2,₹3-6 Lakh,Silver,51,66446,12263,50600,0.1647,4,3,58610,66,0.4731,0.5746,1
SBICC109022,Priya Nair,F,43,Delhi,Graduate,Married,2,₹10-15 Lakh,Silver,33,78541,33133,58400,0.3192,2,5,160430,59,0.5466,0.8158,1
SBICC109023,Kavya Singh,F,36,Delhi,Graduate,Single,1,₹6-10 Lakh,Silver,28,131285,6739,135300,0.0482,3,0,42552,48,0.2477,1.1839,0
SBICC109024,Arun Gupta,M,24,Bangalore,High School,Married,2,₹6-10 Lakh,Silver,31,170045,20442,128200,0.1757,1,1,69736,63,0.9381,0.7494,0
SBICC109025,Swati Kumar,F,27,Delhi,High School,Single,5,₹6-10 Lakh,Silver,56,192474,84047,84000,0.6259,0,2,32762,68,0.4951,0.4244,0
SBICC109026,Deepak Gupta,M,23,Bangalore,Graduate,Married,1,< ₹3 Lakh,Platinum,53,951068,212476,652000,0.2718,6,2,5827,71,0.0,1.172,0
SBICC109027,Arun Mehta,M,41,Mumbai,Doctorate,Married,0,₹3-6 Lakh,Gold,56,250981,119929,113400,0.3383,1,0,16768,82,0.7256,1.0037,0
SBICC109028,Rajesh Patel,M,28,Hyderabad,Graduate,Married,0,₹6-10 Lakh,Silver,33,112893,39559,64600,0.5649,3,5,55235,49,0.706,0.3129,1
SBICC109029,Rahul Mehta,M,32,Ahmedabad,Post-Graduate,Single,2,₹15-25 Lakh,Platinum,39,683440,176845,421700,0.255,5,3,162051,72,1.2968,1.1819,0
SBICC109030,Manoj Gupta,M,39,Bangalore,High School,Married,2,< ₹3 Lakh,Silver,11,185932,122734,66200,0.6151,3,3,59932,58,0.1961,0.7978,0
SBICC109031,Deepak Mehta,M,37,Bangalore,Graduate,Married,2,₹15-25 Lakh,Gold,56,416925,35707,377100,0.1233,2,3,77335,71,0.9542,0.7822,0
SBICC109032,Anjali Iyer,F,43,Hyderabad,Doctorate,Married,1,< ₹3 Lakh,Gold,31,336554,113064,192000,0.3915,2,1,157161,63,0.6126,0.4444,0
SBICC109033,Arun Nair,M,29,Mumbai,Doctorate,Single,2,₹3-6 Lakh,Silver,31,72323,19772,64300,0.2436,2,0,62784,63,0.0,0.4416,0
SBICC109034,Meera Patel,F,49,Mumbai,Graduate,Single,3,₹3-6 Lakh,Platinum,27,416945,144753,261100,0.4683,4,0,11471,73,0.7988,0.6875,0
SBICC109035,Swati Reddy,F,43,Mumbai,Graduate,Married,0,> ₹25 Lakh,Gold,56,384498,87152,345500,0.2462,2,0,96702,70,0.9103,0.9604,0
SBICC109036,Swati Nair,F,35,Mumbai,High School,Single,0,₹6-10 Lakh,Gold,39,344511,87331,270400,0.4453,2,1,26018,57,0.8031,1.1258,0
SBICC109037,Pooja Gupta,F,46,Bangalore,Post-Graduate,Married,2,₹15-25 Lakh,Silver,38,146227,33560,115200,0.1411,1,3,4839,72,0.6065,0.4922,0
SBICC109038,Vijay Iyer,M,43,Mumbai,Post-Graduate,Single,2,₹6-10 Lakh,Gold,52,439169,118086,297200,0.3156,3,1,29923,71,0.2588,0.171,1
SBICC109039,Kavya Reddy,F,47,Mumbai,Doctorate,Single,0,< ₹3 Lakh,Silver,28,56488,21874,32200,0.4006,1,1,20698,45,0.4668,0.4152,0
SBICC109040,Sanjay Singh,M,41,Pune,Graduate,Divorced,2,₹10-15 Lakh,Silver,20,123012,41411,85600,0.3506,1,1,141120,81,0.7817,1.3487,0
SBICC109041,Amit Sharma,M,30,Pune,Graduate,Single,2,₹3-6 Lakh,Signature,15,2215124,398446,1728100,0.0566,2,3,62058,69,0.7201,0.7332,0
SBICC109042,Pooja Kumar,F,44,Pune,Graduate,Married,4,₹10-15 Lakh,Gold,37,292672,20838,241500,0.0,2,3,99770,73,0.8243,0.4302,0
SBICC109043,Kavya Patel,F,46,Delhi,Graduate,Married,4,₹6-10 Lakh,Silver,38,84313,26928,74500,0.2402,4,3,17371,64,0.6356,0.8192,0
SBICC109044,Arun Patel,M,23,Bangalore,Graduate,Single,2,₹15-25 Lakh,Signature,30,2469208,1522100,1241500,0.5869,0,3,9167,75,1.0279,0.7703,0
SBICC109045,Vijay Mehta,M,23,Kolkata,Graduate,Single,3,< ₹3 Lakh,Gold,43,308930,82539,227800,0.3116,5,2,124698,52,0.7594,0.9515,0
SBICC109046,Deepak Kumar,M,34,Delhi,Graduate,Married,2,₹15-25 Lakh,Silver,26,123045,7419,115800,0.1958,0,3,37323,59,0.5561,0.2753,0
SBICC109047,Sanjay Joshi,M,35,Chennai,Graduate,Single,1,₹10-15 Lakh,Signature,56,1523951,172446,1130400,0.2365,3,2,114813,49,0.7302,0.785,0
SBICC109048,Amit Sharma,M,36,Delhi,Post-Graduate,Single,1,₹10-15 Lakh,Gold,41,261653,84986,191000,0.3462,6,0,31774,67,1.2864,0.672,0
SBICC109049,Swati Mehta,F,52,Bangalore,High School,Married,1,₹6-10 Lakh,Silver,21,49441,17489,41000,0.1955,3,2,17029,58,0.3981,0.6104,0
SBICC109050,Deepak Patel,M,35,Kolkata,Post-Graduate,Divorced,1,₹6-10 Lakh,Silver,51,108937,59457,70700,0.2624,1,2,32860,60,0.0,0.8299,0
SBICC109051,Sanjay Sharma,M,33,Mumbai,Post-Graduate,Single,2,₹3-6 Lakh,Gold,43,158398,12649,146600,0.0,2,0,58904,74,0.0435,1.061,0
SBICC109052,Vijay Singh,M,33,Mumbai,Post-Graduate,Married,2,₹6-10 Lakh,Silver,32,89145,22059,58900,0.1934,1,3,49128,82,0.5842,1.1465,0
SBICC109053,Sanjay Joshi,M,20,Pune,High School,Single,1,₹10-15 Lakh,Signature,56,2525806,656161,2134900,0.2899,1,2,8727,57,0.749,0.5542,0
SBICC109054,Rajesh Reddy,M,26,Mumbai,Post-Graduate,Single,2,₹6-10 Lakh,Gold,56,393361,225893,151800,0.6125,1,1,31468,71,0.8894,1.2279,0
SBICC109055,Divya Patel,F,49,Mumbai,Post-Graduate,Single,2,₹3-6 Lakh,Gold,32,422384,60380,423700,0.2225,3,2,28203,58,0.6163,0.9194,0
SBICC109056,Rajesh Kumar,M,45,Delhi,Graduate,Married,1,₹3-6 Lakh,Gold,56,439906,122157,308800,0.3502,3,3,27242,77,0.0,1.0143,0
SBICC109057,Manoj Kumar,M,35,Kolkata,Graduate,Married,3,₹10-15 Lakh,Gold,8,131471,19827,129900,0.2386,2,3,10621,77,1.4048,1.4919,0
SBICC109058,Rekha Nair,F,35,Chennai,Post-Graduate,Married,2,₹10-15 Lakh,Gold,29,270587,30621,242200,0.0033,1,4,23826,69,0.7157,0.9225,1
SBICC109059,Rajesh Singh,M,31,Hyderabad,Post-Graduate,Married,2,₹3-6 Lakh,Silver,56,139502,38966,115900,0.4177,3,4,5216,53,0.4568,0.2979,1
SBICC109060,Swati Gupta,F,39,Delhi,High School,Single,2,₹6-10 Lakh,Signature,35,1000555,255396,872500,0.2913,3,2,56939,64,0.7774,0.8257,0
SBICC109061,Rohit Gupta,M,40,Hyderabad,High School,Married,4,> ₹25 Lakh,Silver,31,163015,13070,166700,0.0717,2,3,78282,66,0.5443,0.5667,0
SBICC109062,Rekha Gupta,F,20,Pune,Post-Graduate,Married,0,₹15-25 Lakh,Gold,16,291041,115384,166500,0.4126,4,4,149553,52,0.2161,0.6471,1
SBICC109063,Suresh Mehta,M,23,Mumbai,Post-Graduate,Single,2,₹10-15 Lakh,Gold,45,332495,81717,267100,0.1173,0,6,15766,77,0.4402,0.1142,0
SBICC109064,Sanjay Sharma,M,32,Hyderabad,Graduate,Divorced,1,₹10-15 Lakh,Signature,56,2414466,1304489,1373400,0.3513,3,2,33603,57,0.3659,0.0,1
SBICC109065,Suresh Joshi,M,33,Mumbai,Graduate,Married,1,₹6-10 Lakh,Gold,50,387619,127377,235800,0.2931,1,1,123815,48,0.964,0.9388,0
SBICC109066,Rajesh Iyer,M,40,Hyderabad,Graduate,Married,2,₹3-6 Lakh,Silver,54,196514,45750,129600,0.2432,6,3,19579,62,0.0068,0.8844,0
SBICC109067,Sanjay Kumar,M,39,Hyderabad,Graduate,Single,3,₹15-25 Lakh,Silver,56,127906,43793,71600,0.3395,2,4,38057,73,0.3408,0.4963,0
SBICC109068,Swati Joshi,F,45,Delhi,Graduate,Single,0,₹10-15 Lakh,Silver,52,101339,2415,93300,0.0,2,2,164625,67,1.2054,0.6015,0
SBICC109069,Sanjay Nair,M,26,Bangalore,Post-Graduate,Single,1,₹10-15 Lakh,Silver,56,148467,64481,99200,0.2833,3,6,100169,57,0.9807,1.027,1
SBICC109070,Rajesh Nair,M,47,Delhi,Graduate,Married,1,₹3-6 Lakh,Platinum,49,848841,125463,736400,0.0337,3,3,21276,65,1.2652,1.179,0
SBICC109071,Rekha Iyer,F,47,Bangalore,Post-Graduate,Single,0,₹6-10 Lakh,Gold,21,324325,188444,143100,0.4161,1,1,37763,70,0.3813,1.1779,0
SBICC109072,Deepak Sharma,M,42,Delhi,Graduate,Single,3,₹15-25 Lakh,Platinum,23,682873,354005,436300,0.414,1,0,25628,50,0.9042,0.712,0
SBICC109073,Suresh Iyer,M,36,Bangalore,High School,Married,2,₹15-25 Lakh,Gold,14,331648,64055,300800,0.176,0,1,107751,67,0.5425,1.0309,0
SBICC109074,Amit Patel,M,46,Delhi,Graduate,Single,3,₹6-10 Lakh,Silver,25,127310,555,133200,0.0081,5,0,44847,78,1.2083,0.7641,0
SBICC109075,Rahul Iyer,M,40,Hyderabad,Graduate,Married,0,₹6-10 Lakh,Silver,8,196656,26640,141700,0.1568,1,5,29692,69,0.9968,0.9479,0
SBICC109076,Arun Nair,M,44,Delhi,High School,Married,4,₹6-10 Lakh,Silver,29,77077,6571,76000,0.1033,6,3,347288,56,0.4189,0.3083,1
SBICC109077,Manoj Singh,M,29,Kolkata,Post-Graduate,Married,4,> ₹25 Lakh,Silver,56,213417,72423,123800,0.2159,6,1,34556,56,0.4351,0.4063,1
SBICC109078,Deepak Iyer,M,43,Mumbai,Graduate,Married,2,₹15-25 Lakh,Platinum,42,974895,78467,847700,0.2663,4,3,60024,76,0.7745,0.9711,0
SBICC109079,Vijay Nair,M,37,Pune,Post-Graduate,Married,0,₹6-10 Lakh,Platinum,43,641656,380445,271400,0.5068,0,1,444254,85,1.3038,0.6695,0
SBICC109080,Rohit Iyer,M,29,Mumbai,Post-Graduate,Single,0,₹3-6 Lakh,Gold,10,483289,97908,387500,0.0001,1,1,116819,60,0.4257,0.599,0
SBICC109081,Amit Nair,M,43,Chennai,Post-Graduate,Married,0,₹6-10 Lakh,Gold,45,351429,69672,273300,0.1247,1,2,20567,56,0.8013,1.09,0
SBICC109082,Neha Sharma,F,41,Ahmedabad,Doctorate,Single,1,< ₹3 Lakh,Silver,41,113563,17649,98600,0.1279,5,2,112558,40,0.8133,0.0317,1
SBICC109083,Rohit Reddy,M,37,Pune,Graduate,Married,2,₹10-15 Lakh,Silver,39,75441,28334,45100,0.415,5,5,103024,79,0.2895,0.741,1
SBICC109084,Deepak Nair,M,45,Delhi,Graduate,Married,3,₹3-6 Lakh,Platinum,49,1210403,498707,590200,0.4757,2,0,14395,74,0.3325,0.9825,0
SBICC109085,Swati Sharma,F,34,Kolkata,Uneducated,Single,3,< ₹3 Lakh,Gold,29,382119,62555,348500,0.109,3,0,49291,67,0.5171,0.7753,0
SBICC109086,Arun Mehta,M,35,Mumbai,Post-Graduate,Single,4,₹15-25 Lakh,Silver,38,112200,7090,95900,0.0,1,2,104661,67,0.7896,1.0741,0
SBICC109087,Neha Sharma,F,26,Delhi,Graduate,Single,3,₹3-6 Lakh,Silver,21,200821,27518,169300,0.1866,4,0,22004,68,0.6329,0.9088,0
SBICC109088,Arun Sharma,M,52,Delhi,Post-Graduate,Married,2,₹15-25 Lakh,Silver,51,103142,57315,45600,0.5421,2,2,82270,53,0.184,0.2953,1
SBICC109089,Sanjay Nair,M,33,Chennai,Graduate,Single,4,₹6-10 Lakh,Gold,30,238068,28964,235100,0.1592,2,2,48622,64,0.5387,0.9107,0
SBICC109090,Sunita Kumar,F,42,Ahmedabad,Graduate,Divorced,3,₹6-10 Lakh,Silver,46,54517,4640,48600,0.0,5,1,87488,63,0.8543,1.247,0
SBICC109091,Amit Singh,M,40,Mumbai,Uneducated,Married,0,₹3-6 Lakh,Platinum,42,1123565,129851,864200,0.2181,2,3,226428,67,0.7666,0.7082,0
SBICC109092,Swati Gupta,F,22,Chennai,Graduate,Single,4,< ₹3 Lakh,Gold,19,213522,54413,182400,0.1245,4,6,8511,70,0.2425,0.5765,1
SBICC109093,Rohit Gupta,M,36,Hyderabad,Graduate,Married,2,₹15-25 Lakh,Gold,41,307394,31598,293100,0.0686,3,2,14744,57,0.6804,1.4577,0
SBICC109094,Sanjay Iyer,M,39,Hyderabad,Graduate,Single,1,> ₹25 Lakh,Gold,39,259459,99229,164900,0.4173,4,1,13072,78,0.8286,1.5759,0
SBICC109095,Arun Gupta,M,28,Hyderabad,Uneducated,Single,3,₹6-10 Lakh,Gold,41,394933,29811,418600,0.083,2,2,48732,70,0.636,1.0696,0
SBICC109096,Pooja Gupta,F,35,Delhi,Post-Graduate,Married,2,< ₹3 Lakh,Signature,36,2190591,555845,1865400,0.3289,5,3,12994,60,0.655,0.3145,1
SBICC109097,Pooja Sharma,F,40,Chennai,Doctorate,Married,2,₹10-15 Lakh,Silver,35,58881,21211,46600,0.1392,2,2,5614,42,0.6703,0.5335,1
SBICC109098,Neha Singh,F,41,Bangalore,Graduate,Single,2,< ₹3 Lakh,Gold,52,223896,61257,185400,0.2346,2,1,13502,61,0.5783,0.9863,0
SBICC109099,Vijay Gupta,M,35,Delhi,Graduate,Married,3,₹3-6 Lakh,Gold,54,456638,67942,386500,0.1957,3,2,41408,52,0.6902,0.7423,0
SBICC109100,Swati Singh,F,23,Mumbai,Graduate,Single,2,₹6-10 Lakh,Gold,50,301158,102203,177100,0.4492,3,0,31356,63,0.5653,0.7927,0
SBICC109101,Suresh Patel,M,53,Delhi,Graduate,Single,2,₹3-6 Lakh,Gold,45,316020,224236,154300,0.5783,2,2,67015,59,0.7175,0.82,0
SBICC109102,Divya Iyer,F,23,Pune,Graduate,Married,2,₹6-10 Lakh,Silver,46,111869,12346,114700,0.2371,1,1,94561,79,0.4014,0.894,0
SBICC109103,Swati Iyer,F,37,Delhi,Post-Graduate,Single,2,₹15-25 Lakh,Platinum,38,791192,332666,498100,0.3738,1,4,32423,59,1.0103,0.7667,0
SBICC109104,Manoj Nair,M,32,Kolkata,High School,Married,0,₹10-15 Lakh,Signature,47,2225968,360516,1644400,0.1435,1,0,16318,60,0.7688,1.0831,0
SBICC109105,Amit Patel,M,33,Delhi,Graduate,Married,3,₹10-15 Lakh,Silver,36,80829,48457,30200,0.4406,2,2,32175,69,0.5424,0.7868,0
SBICC109106,Meera Joshi,F,32,Delhi,High School,Married,2,₹3-6 Lakh,Signature,26,2322052,273734,1828300,0.0,1,3,75571,71,0.3998,0.2687,0
SBICC109107,Rajesh Iyer,M,51,Bangalore,Graduate,Divorced,1,₹15-25 Lakh,Gold,36,176824,71039,87000,0.484,5,2,46554,85,0.3345,0.5556,0
SBICC109108,Pooja Singh,F,32,Chennai,High School,Single,2,₹6-10 Lakh,Gold,56,219551,27129,181400,0.0733,4,2,12364,69,0.5248,0.2105,1
SBICC109109,Priya Kumar,F,33,Mumbai,Graduate,Single,3,> ₹25 Lakh,Gold,9,186618,77911,121000,0.5539,3,0,26243,76,0.2611,0.583,0
SBICC109110,Rohit Gupta,M,34,Chennai,Post-Graduate,Single,2,₹6-10 Lakh,Gold,34,193859,51812,122400,0.2429,4,3,32249,60,0.3027,0.7253,0
SBICC109111,Neha Singh,F,29,Mumbai,Post-Graduate,Married,2,₹10-15 Lakh,Silver,29,101638,44272,72400,0.3502,3,2,29197,68,0.65,0.1769,1
SBICC109112,Divya Kumar,F,37,Chennai,Post-Graduate,Divorced,3,₹6-10 Lakh,Silver,14,153308,3057,137000,0.0297,1,2,24162,70,0.7971,0.5508,0
SBICC109113,Neha Singh,F,47,Bangalore,Doctorate,Married,3,₹10-15 Lakh,Platinum,41,1323256,326973,820000,0.4342,0,0,121737,50,0.3652,1.2936,0
SBICC109114,Vijay Joshi,M,40,Delhi,Graduate,Married,2,₹15-25 Lakh,Silver,56,138016,10368,113400,0.0,1,0,8250,55,0.7604,0.1641,0
SBICC109115,Pooja Joshi,F,57,Hyderabad,Graduate,Single,1,₹6-10 Lakh,Silver,14,111521,3129,116000,0.0705,4,4,23451,43,0.6832,0.49,1
SBICC109116,Arun Iyer,M,43,Pune,Graduate,Single,4,₹6-10 Lakh,Gold,48,326699,57521,325100,0.2442,3,2,58102,56,0.6649,1.3542,0
SBICC109117,Divya Iyer,F,30,Bangalore,High School,Divorced,4,₹15-25 Lakh,Silver,39,107226,22470,89200,0.1652,2,0,96020,61,0.2554,0.809,0
SBICC109118,Divya Singh,F,49,Bangalore,High School,Married,3,₹15-25 Lakh,Gold,55,340175,83504,247000,0.2291,1,5,119012,57,0.5841,0.9033,0
SBICC109119,Arun Iyer,M,29,Chennai,Graduate,Married,2,₹6-10 Lakh,Signature,39,1617151,482960,1072400,0.2686,6,4,41880,55,0.2824,0.2966,1
SBICC109120,Rajesh Reddy,M,40,Mumbai,Graduate,Married,2,₹6-10 Lakh,Silver,21,124134,874,108100,0.0684,3,2,20785,76,0.7876,1.0718,0
SBICC109121,Divya Sharma,F,43,Kolkata,Post-Graduate,Married,4,₹6-10 Lakh,Silver,29,177017,4199,181200,0.0024,0,2,193833,75,0.5298,0.2933,0
SBICC109122,Vijay Patel,M,34,Ahmedabad,High School,Married,4,₹15-25 Lakh,Gold,47,278476,159448,121800,0.494,1,2,214115,76,0.6463,0.5637,0
SBICC109123,Arun Mehta,M,49,Ahmedabad,Graduate,Single,0,₹10-15 Lakh,Gold,46,481347,153262,323000,0.3272,3,1,30616,83,0.4232,0.8518,0
SBICC109124,Amit Patel,M,43,Pune,Post-Graduate,Single,1,₹6-10 Lakh,Gold,37,220245,85795,137400,0.2349,2,5,42383,62,0.8002,0.391,1
SBICC109125,Vijay Sharma,M,26,Mumbai,Graduate,Married,2,₹6-10 Lakh,Gold,40,254023,44746,198900,0.3404,2,4,49605,65,0.0,1.1779,0
SBICC109126,Arun Iyer,M,53,Hyderabad,Graduate,Single,3,< ₹3 Lakh,Platinum,29,1213287,171520,909000,0.046,2,1,27290,71,0.9688,0.6745,0
SBICC109127,Arun Mehta,M,32,Bangalore,High School,Single,3,₹3-6 Lakh,Gold,46,138278,15193,137100,0.0706,4,3,84947,73,0.3632,0.8143,0
SBICC109128,Sanjay Patel,M,28,Mumbai,Graduate,Single,5,< ₹3 Lakh,Silver,15,115777,21255,100700,0.0085,3,2,24965,63,0.3474,0.0938,1
SBICC109129,Kavya Joshi,F,29,Bangalore,Graduate,Single,1,₹3-6 Lakh,Silver,23,189468,70913,111400,0.4628,4,2,26912,65,0.325,0.0925,1
SBICC109130,Manoj Iyer,M,49,Bangalore,Graduate,Single,2,₹6-10 Lakh,Silver,38,50642,13089,41100,0.1695,1,5,19577,50,0.0498,0.7975,0
SBICC109131,Rahul Sharma,M,47,Delhi,Graduate,Married,2,₹3-6 Lakh,Silver,35,164023,126047,46500,0.7446,2,2,52863,60,0.2574,0.6064,0
SBICC109132,Manoj Gupta,M,43,Bangalore,Graduate,Single,0,> ₹25 Lakh,Gold,56,200262,12383,217900,0.1884,0,1,92183,64,1.6512,0.9119,0
SBICC109133,Arun Reddy,M,51,Mumbai,Post-Graduate,Single,0,₹10-15 Lakh,Silver,30,71205,11810,65400,0.1846,2,2,22846,73,0.5385,0.1434,0
SBICC109134,Anjali Reddy,F,42,Mumbai,Post-Graduate,Married,2,₹3-6 Lakh,Silver,37,154730,14086,147200,0.0717,2,1,213485,78,0.433,0.8286,0
SBICC109135,Rohit Nair,M,37,Mumbai,Post-Graduate,Married,1,₹6-10 Lakh,Silver,55,83460,26695,55100,0.3804,3,2,15226,64,0.9385,1.3599,0
SBICC109136,Meera Kumar,F,31,Hyderabad,Graduate,Married,5,₹6-10 Lakh,Silver,34,82871,15142,72400,0.1969,4,3,87807,60,0.4974,0.3553,1
SBICC109137,Amit Kumar,M,30,Ahmedabad,Uneducated,Married,1,₹15-25 Lakh,Gold,48,487533,30987,418500,0.0636,2,2,49925,54,0.7339,1.2409,0
SBICC109138,Sanjay Nair,M,42,Bangalore,Graduate,Single,3,₹3-6 Lakh,Platinum,46,895551,235842,692300,0.2237,2,2,22076,68,0.8676,0.7392,0
SBICC109139,Arun Kumar,M,36,Delhi,Graduate,Married,1,₹3-6 Lakh,Gold,34,166236,23721,132800,0.2126,4,2,57291,60,0.6077,0.8393,0
SBICC109140,Neha Iyer,F,41,Hyderabad,Graduate,Married,4,₹6-10 Lakh,Silver,7,51979,25436,26700,0.3941,2,5,31014,50,0.4402,0.8478,1
SBICC109141,Pooja Kumar,F,39,Delhi,Graduate,Married,3,₹10-15 Lakh,Gold,56,453263,213834,166400,0.6649,1,2,7967,56,1.0268,0.7364,0
SBICC109142,Rahul Nair,M,29,Mumbai,High School,Married,2,₹15-25 Lakh,Platinum,44,1083855,555386,306600,0.5454,0,3,36776,53,0.6854,1.5154,0
SBICC109143,Amit Kumar,M,48,Hyderabad,Graduate,Married,4,₹6-10 Lakh,Silver,56,124156,41947,99300,0.35,0,1,30790,66,1.0072,0.5742,0
SBICC109144,Rahul Patel,M,27,Bangalore,Post-Graduate,Married,2,₹15-25 Lakh,Silver,14,154068,81193,98300,0.4351,1,1,42713,69,0.7946,0.6764,0
SBICC109145,Rahul Kumar,M,40,Bangalore,Graduate,Single,1,> ₹25 Lakh,Silver,7,154402,33260,106300,0.0715,0,0,100356,53,0.6234,0.7947,0
SBICC109146,Pooja Iyer,F,24,Chennai,Graduate,Married,3,₹6-10 Lakh,Silver,48,204239,38976,151400,0.1774,5,2,311975,81,0.4834,0.7791,0
SBICC109147,Divya Sharma,F,41,Mumbai,Post-Graduate,Married,0,₹6-10 Lakh,Silver,26,83479,63540,21000,0.8857,1,1,46767,64,0.3668,0.6446,0
SBICC109148,Neha Iyer,F,45,Bangalore,Post-Graduate,Single,3,> ₹25 Lakh,Gold,7,353006,21399,286800,0.0997,0,1,100623,68,0.7876,0.3943,0
SBICC109149,Neha Mehta,F,38,Delhi,Graduate,Married,4,₹10-15 Lakh,Platinum,19,736110,50726,722600,0.0,2,3,18800,79,0.346,1.3204,0
SBICC109150,Meera Nair,F,47,Mumbai,Graduate,Married,4,₹6-10 Lakh,Silver,6,118737,35338,84900,0.3474,4,1,49031,79,0.631,0.8826,0
SBICC109151,Priya Kumar,F,40,Kolkata,Graduate,Single,2,< ₹3 Lakh,Silver,26,148009,55019,100400,0.343,3,2,87467,68,0.5751,0.8717,0
SBICC109152,Kavya Patel,F,22,Hyderabad,Uneducated,Single,2,₹6-10 Lakh,Gold,38,331981,54613,258100,0.2774,2,2,12282,74,0.6015,1.0634,0
SBICC109153,Anjali Patel,F,30,Pune,Graduate,Single,2,₹10-15 Lakh,Platinum,37,519098,189670,397300,0.3707,1,2,61412,71,0.5295,0.5613,0
SBICC109154,Pooja Gupta,F,33,Mumbai,Post-Graduate,Married,3,< ₹3 Lakh,Platinum,29,934020,175126,856900,0.1557,4,1,62982,52,0.3367,1.1574,0
SBICC109155,Rohit Singh,M,35,Delhi,Post-Graduate,Single,2,₹15-25 Lakh,Gold,23,416039,61618,408700,0.0951,2,2,60947,70,0.8896,0.6995,0
SBICC109156,Neha Gupta,F,35,Delhi,High School,Married,1,₹3-6 Lakh,Silver,18,107497,13465,80500,0.0756,2,0,32082,52,0.5569,0.8409,0
SBICC109157,Neha Joshi,F,35,Mumbai,Graduate,Single,1,₹3-6 Lakh,Platinum,7,589225,83024,610800,0.1585,1,2,5979,66,0.7159,0.2353,0
SBICC109158,Amit Patel,M,25,Delhi,Graduate,Single,0,₹3-6 Lakh,Gold,37,244223,5908,229700,0.0573,5,3,102872,56,1.0129,1.0006,0
SBICC109159,Sunita Iyer,F,30,Delhi,Post-Graduate,Divorced,3,₹3-6 Lakh,Platinum,12,487722,31639,454500,0.0,2,3,42697,74,0.5307,0.2694,1
SBICC109160,Arun Sharma,M,37,Bangalore,Graduate,Divorced,0,> ₹25 Lakh,Silver,23,48358,15510,33300,0.2202,1,0,96292,62,0.8317,1.1687,0
SBICC109161,Manoj Sharma,M,35,Hyderabad,Graduate,Single,4,> ₹25 Lakh,Gold,37,442756,112329,284100,0.2257,4,1,41415,54,1.1222,1.1522,0
SBICC109162,Rekha Nair,F,39,Chennai,Doctorate,Married,2,₹6-10 Lakh,Gold,22,168544,103218,67100,0.5519,1,2,59174,55,0.7817,1.0584,0
SBICC109163,Priya Patel,F,33,Ahmedabad,Graduate,Married,3,> ₹25 Lakh,Platinum,47,644740,203952,420400,0.2213,2,1,49910,79,0.7324,0.7186,0
SBICC109164,Deepak Gupta,M,33,Pune,Post-Graduate,Single,3,₹6-10 Lakh,Silver,34,191269,8807,169900,0.0,4,1,64363,65,0.8242,0.8026,0
SBICC109165,Rahul Reddy,M,32,Mumbai,Graduate,Single,1,₹6-10 Lakh,Signature,15,1194099,653847,485200,0.6326,6,2,106520,63,0.8537,0.4607,0
SBICC109166,Deepak Nair,M,52,Mumbai,Graduate,Single,3,₹6-10 Lakh,Silver,34,194451,5588,175500,0.0,4,3,14119,77,0.9061,1.0375,1
SBICC109167,Rahul Reddy,M,50,Ahmedabad,Graduate,Married,1,₹10-15 Lakh,Silver,19,83608,13291,81800,0.2394,6,6,18284,56,0.5026,0.5809,1
SBICC109168,Kavya Reddy,F,30,Mumbai,Post-Graduate,Single,2,> ₹25 Lakh,Gold,41,281124,63313,271400,0.0779,4,0,16280,60,0.8697,0.9852,0
SBICC109169,Rajesh Nair,M,46,Chennai,Graduate,Single,5,₹3-6 Lakh,Signature,36,1877780,480039,1355800,0.3054,3,2,6336,52,1.0731,0.2747,1
SBICC109170,Priya Kumar,F,25,Bangalore,Post-Graduate,Single,2,< ₹3 Lakh,Platinum,22,682627,91712,677800,0.1645,6,2,22301,65,0.4475,0.9277,0
SBICC109171,Arun Patel,M,28,Hyderabad,Graduate,Single,2,₹10-15 Lakh,Platinum,39,1228095,175445,938400,0.1944,3,3,21680,74,1.0153,1.6584,0
SBICC109172,Amit Kumar,M,56,Mumbai,Graduate,Single,0,₹3-6 Lakh,Silver,41,55431,8875,42600,0.2261,6,3,16694,66,0.3468,0.9796,1
SBICC109173,Neha Mehta,F,50,Chennai,Doctorate,Married,5,₹10-15 Lakh,Silver,37,70473,3195,66400,0.0,2,0,74267,58,1.0851,0.0087,0
